"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","creativity_ord","experimentation_ord","ownership_structure_ord","independent_booking_ord"
"248","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"249","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"250","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"251","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"252","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"253","Homegrown Taproom Kitchen","2720 OLD LEBANON PIKE","9601016300","Adrianna Flax","3. Information unavailable","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Homegrown Taproom and Kitchen in Nashville, TN is an eclectic gastro pub that has been featured on the tv show Diners, Drive-ins and Dives.","","jennifer@homegrownnashville.com","(629) 888-9180","https://homegrownnashville.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.170010080196,-86.6657697775985,1,1,1,NA,1,0,0
"254","Jane's Hideaway","403 GALLATIN AVE","8309000800","","1. Yes","","3. Never","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Upbeat, brick-lined spot serving brunch, Southern comfort food & craft cocktails, plus nightly sets.","John Peet; music manager is Shawn Spencer","john@janeshideaway.com","(615) 942-7809","https://www.janeshideaway.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1808649105029,-86.7492527754111,1,3,3,NA,1,1,0
"255","Lipscomb University Department of Theatre","1 UNIVERSITY PARK DR","11716016300","","2. No","","4. Information unavailable","","","","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Lipscomb University Department of Theatre is a performing arts program within Lipscomb University in Nashville, Tennessee.. 
The theatre department at Lipscomb University produces a variety of plays and musicals each year, ranging from classic works to contemporary productions. The productions are directed and performed by students and faculty, as well as guest artists and professionals from the Nashville theatre community. 
","Beki Baker","beki.baker@lipscomb.edu","(615) 966-5728","https://www.lipscomb.edu/academics/programs/theatre","37204","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1059061336745,-86.7985257445467,3,1,3,NA,1,0,0
"256","Little Harpeth Brewing","1 TERMINAL DR","10700005000","","1. Yes","600","2. Sometimes","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Energetic brewery offering pints & flights of its own craft beers, plus live music events.","","","(615) 942-7066","https://www.littleharpeth.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1272169186737,-86.6802175210344,1,1,1,NA,1,1,0
"257","Marathon Music Works","1404 CLINTON ST","9208001800","Eric Holt","2. No","1,500","2. Sometimes","3. 11-20 Events per month","3. 11-20 Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","A turn of the century auto factory converted into a unique music venue hosting concerts and private events","Ryan Henry","ryan@marathon.live","(615) 239-5584 Ext. 100 
","https://marathon.live/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1639026132996,-86.7978140374924,2,4,3,NA,3,0,0
"258","McNamara's Irish Pub","2740 OLD LEBANON PIKE","9601001600","","1. Yes","100","3. Never","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Classic Gaelic tavern food with a variety of whiskeys & beers and live music. ** Same band every night - always Irish music","","","(615) 885-7262","https://www.mcnamarasirishpub.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1689010647499,-86.6642587516033,2,4,3,NA,1,1,0
"259","Mirror Mirror","2623 LEBANON PIKE","9504018600","","1. Yes","","3. Never","","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Retail Boutique, Tea House, Music & More","Marco Argiro","mirrormirrornetwork@gmail.com","(615) 891-7591","https://www.mirrormirrornetwork.com/","37214","Davidson","Nashville","","","","","","","","","","","","","","",36.1695098403469,-86.673640430123,NA,1,1,NA,1,1,0
"260","Music Makers Stages at Delgado Guitars","919 A GALLATIN AVE","8301041800","Eric Holt","1. Yes","","4. Information unavailable","1. 1-4 Events per month","","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Music Makers Stage is a small, intimate live event space with virtual capabilities.","","musicmakersstage@gmail.com","(615) 227-4578","https://musicmakersstage.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1870648990231,-86.7464679848369,2,4,3,NA,1,1,0
"261","Musicians Hall of Fame and Museum","417 4TH AVE N","9302001300","","2. No","1500","2. Sometimes","","3. 11-20 Years","","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","This museum honors notable Nashville musicians regardless of genre or instrument featuring private event spaces and live music events","","","(615) 244-3263","https://www.musicianshalloffame.com/","37219","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1675228673492,-86.7822397826025,2,4,3,NA,1,0,0
"262","Nashville Children's Theatre","700 PRESIDENT RONALD REAGAN WAY","9311019900","","2. No","540","3. Never","","4. 20+ Years","","4. Very Likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","One of the oldest operating professional children's theatre companies in the U.S. featuring musical performances by children and their families","","","(615) 254-9103","https://nashvillechildrenstheatre.org/","37210","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1540188977757,-86.7683500886306,4,4,3,NA,3,0,0
"263","Out Loud Music Festival; Tomato Art Fest","1106 WOODLAND ST","8309017800","Adrianna Flax","2. No","","4. Information unavailable","1. 1-4 Events per month","3. 11-20 Years","","2. Not too likely","3. Somewhat likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Tomato Art Fest has been uniting fruits and vegetables since 2004. The annual festival attracts people from all over with fun-themed art, local music, delicious food, costumes, wacky contests, shopping, kids activities, & more.","Jack Davis","jack@goodneighborfestivals.com","","https://www.tomatoartfest.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1737113004534,-86.7683128688773,2,3,2,NA,2,0,0
"264","Out Loud Music Festival; Tomato Art Fest","1106 WOODLAND ST","8309017800","Adrianna Flax","2. No","","4. Information unavailable","1. 1-4 Events per month","3. 11-20 Years","","2. Not too likely","3. Somewhat likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Tomato Art Fest has been uniting fruits and vegetables since 2004. The annual festival attracts people from all over with fun-themed art, local music, delicious food, costumes, wacky contests, shopping, kids activities, & more.","Jack Davis","jack@goodneighborfestivals.com","","https://www.tomatoartfest.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1770163838316,-86.7492334409574,2,3,2,NA,2,0,0
"265","Out Loud Music Festival; Tomato Art Fest","1106 WOODLAND ST","8309017800","","1. Yes","","3. Never","1. 1-4 Events per month","2. 3-10 Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","OUTLOUD Music Festival was created in 2017 to celebrate LGBTQI+ and ally musicians/artists. The festival creates a fun, energetic, and diverse line up that celebrates equality.","","","","https://www.outloudmusicfestival.com/","37213","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1737113004534,-86.7683128688773,3,4,4,NA,4,1,0
"266","Out Loud Music Festival; Tomato Art Fest","1106 WOODLAND ST","8309017800","","1. Yes","","3. Never","1. 1-4 Events per month","2. 3-10 Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","OUTLOUD Music Festival was created in 2017 to celebrate LGBTQI+ and ally musicians/artists. The festival creates a fun, energetic, and diverse line up that celebrates equality.","","","","https://www.outloudmusicfestival.com/","37213","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1770163838316,-86.7492334409574,3,4,4,NA,4,1,0
"267","Pearl Diver","1010 GALLATIN AVE","8301015500","","1. Yes","","1. Always","1. 1-4 Events per month","2. 3-10 Years","3. Tips","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Its a Bar with Live music Performances","","pearldivernashville@gmail.com","(615) 988-2265","https://www.pearldivernashville.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1892113733575,-86.7463597053372,1,2,1,NA,1,1,1
"268","Queen Ave Collective","180 QUEEN AVE","7107002600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2081136059466,-86.7663179443109,NA,NA,NA,NA,NA,0,0
"269","Rebar at the Dam","3248 BLACKWOOD DR","9713003900","","1. Yes","","2. Sometimes","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Local bar with a small stage for live music & comedy acts, cheap food, sports TV & pool tables.","","","(615) 915-3486","https://rebarnashville.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1520680469237,-86.6274070030623,1,1,1,NA,1,1,0
"270","Rosemary and Beauty Queen (bar); Pink Spiders (band)","1102 FORREST AVE","8309012500","Eric Holt","1. Yes","","3. Never","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","4. Very Likely","0","0","0","Neighborhood food and drinks in East Nashville","Meagan Briggs","info@rosemaryandbeautyqueen.com","(615) 730 7700","https://www.rosemaryandbeautyqueen.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.178196521554,-86.7495459408307,1,3,3,NA,4,1,0
"271","The Ballad of Emerson Hall","2510 GALLATIN AVE","7213038300","","2. No","","2. Sometimes","1. 1-4 Events per month","2. 3-10 Years","","2. Not too likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","The Ballad of Emerson Hall is a music venue located in East Nashville's historic Emerson Hall. It offers a range of services, including drinks, snacks, live music performances, and traditional straight razor shaves. The venue also hosts special events and line dance lessons and two-step instruction for bachelorette parties.","","contact@theballadeast.com","(615) 681-0196","https://www.theballadeast.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1958991587512,-86.7418591835306,2,3,3,NA,3,0,0
